#SECOND, CPU_TMP, GPU_TMP, CPU_FRQ, MEM_USE, CPU_USE
1003, 47.00, 48.20, 6.00, 3.87, 5.90 
1004, 48.00, 48.20, 15.00, 3.87, 5.90 
1005, 47.00, 47.70, 15.00, 3.87, 5.90 
1006, 47.00, 47.20, 15.00, 3.87, 5.90 
1007, 47.00, 48.20, 7.00, 3.87, 5.90 
1008, 47.00, 47.20, 7.00, 3.87, 5.90 
1009, 48.00, 49.10, 15.00, 3.87, 5.90 
1010, 47.00, 47.70, 15.00, 3.87, 5.90 
1011, 47.00, 47.70, 8.00, 3.88, 5.90 
1012, 47.00, 48.20, 15.00, 3.88, 5.90 
1013, 48.00, 48.70, 15.00, 3.88, 5.90 
1014, 48.00, 48.20, 15.00, 3.88, 5.90 
1015, 47.00, 48.70, 15.00, 3.88, 5.90 
1016, 48.00, 46.70, 15.00, 3.88, 5.90 
1017, 47.00, 48.70, 9.00, 3.88, 5.90 
1018, 48.00, 47.70, 15.00, 3.88, 5.90 
1019, 47.00, 47.70, 15.00, 3.88, 5.90 
1020, 48.00, 48.20, 15.00, 3.88, 5.90 
1021, 47.00, 47.70, 15.00, 3.88, 5.90 
1022, 48.00, 48.20, 15.00, 3.88, 5.90 
1023, 47.00, 47.70, 9.00, 3.88, 5.90 
1024, 47.00, 48.20, 15.00, 3.88, 5.90 
1025, 48.00, 48.70, 7.00, 3.88, 5.90 
1026, 47.00, 48.70, 15.00, 3.88, 5.90 
1027, 48.00, 47.70, 9.00, 3.88, 5.90 
1028, 47.00, 48.20, 15.00, 3.88, 5.90 
1029, 48.00, 47.70, 15.00, 3.88, 5.90 
1030, 48.00, 49.10, 15.00, 3.88, 5.90 
1031, 48.00, 47.70, 15.00, 3.88, 5.90 
1032, 48.00, 47.20, 15.00, 3.88, 5.90 
1033, 47.00, 47.70, 15.00, 3.88, 5.90 
1034, 48.00, 48.20, 15.00, 3.88, 5.90 
1035, 47.00, 48.70, 7.00, 3.88, 5.90 
1036, 48.00, 48.20, 15.00, 3.88, 5.90 
1037, 47.00, 48.70, 15.00, 3.88, 5.90 
1038, 47.00, 47.70, 15.00, 3.88, 5.90 
1039, 47.00, 47.20, 15.00, 3.88, 5.90 
1040, 48.00, 47.70, 6.00, 3.88, 5.90 
1041, 48.00, 47.20, 15.00, 3.88, 5.90 
1042, 48.00, 47.20, 15.00, 3.88, 5.90 
1043, 48.00, 48.20, 15.00, 3.88, 5.90 
1044, 48.00, 49.10, 7.00, 3.88, 5.90 
1045, 47.00, 48.20, 15.00, 3.88, 5.90 
1046, 47.00, 47.20, 15.00, 3.88, 5.90 
1047, 48.00, 47.70, 10.00, 3.88, 5.90 
1048, 47.00, 47.70, 15.00, 3.88, 5.90 
1049, 47.00, 48.70, 15.00, 3.88, 5.90 
1050, 48.00, 48.20, 15.00, 3.88, 5.90 
1051, 48.00, 48.20, 9.00, 3.88, 5.90 
1052, 48.00, 47.70, 15.00, 3.88, 5.90 
1053, 48.00, 48.20, 15.00, 3.88, 5.90 
1054, 48.00, 48.20, 7.00, 3.88, 5.90 
1055, 47.00, 47.70, 15.00, 3.88, 5.90 
1056, 48.00, 47.70, 15.00, 3.88, 5.90 
1057, 48.00, 48.20, 15.00, 3.88, 5.90 
1058, 47.00, 47.70, 15.00, 3.88, 5.90 
1059, 48.00, 48.20, 15.00, 3.88, 5.90 
1060, 48.00, 48.70, 15.00, 3.88, 5.90 
1061, 47.00, 46.70, 15.00, 3.88, 5.90 
1062, 48.00, 48.20, 10.00, 3.88, 5.90 
1063, 47.00, 47.70, 15.00, 3.88, 5.90 
1064, 48.00, 48.20, 15.00, 3.88, 5.90 
1065, 48.00, 48.20, 15.00, 3.88, 5.90 
1066, 47.00, 48.70, 15.00, 3.88, 5.90 
1067, 47.00, 47.70, 15.00, 3.88, 5.90 
1068, 47.00, 47.70, 15.00, 3.88, 5.90 
1069, 47.00, 48.20, 15.00, 3.88, 5.90 
1070, 47.00, 47.20, 15.00, 3.88, 5.90 
1071, 48.00, 47.70, 7.00, 3.88, 5.90 
1072, 47.00, 48.20, 15.00, 3.88, 5.90 
1073, 49.00, 47.70, 15.00, 3.88, 5.90 
1074, 47.00, 48.20, 15.00, 3.88, 5.90 
1075, 47.00, 47.70, 15.00, 3.88, 5.90 
1076, 47.00, 47.70, 15.00, 3.88, 5.90 
1077, 48.00, 47.70, 15.00, 3.88, 5.90 
1078, 47.00, 47.20, 15.00, 3.88, 5.90 
1079, 47.00, 48.70, 10.00, 3.88, 5.90 
1080, 47.00, 47.70, 15.00, 3.88, 5.90 
1081, 49.00, 47.70, 15.00, 3.88, 5.90 
1082, 47.00, 47.70, 15.00, 3.88, 5.90 
1083, 48.00, 46.70, 15.00, 3.88, 5.90 
1084, 47.00, 48.20, 10.00, 3.88, 5.90 
1085, 47.00, 47.70, 15.00, 3.88, 5.90 
1086, 48.00, 47.70, 7.00, 3.88, 5.90 
1087, 47.00, 49.10, 9.00, 3.88, 5.90 
1088, 48.00, 48.20, 15.00, 3.88, 5.90 
1089, 48.00, 48.20, 15.00, 3.88, 5.90 
1090, 46.00, 46.70, 15.00, 3.88, 5.90 
1091, 47.00, 47.70, 8.00, 3.88, 5.90 
1092, 48.00, 48.20, 15.00, 3.88, 5.90 
1093, 48.00, 48.20, 15.00, 3.88, 5.90 
1094, 48.00, 48.20, 15.00, 3.88, 5.90 
1095, 48.00, 48.20, 10.00, 3.88, 5.90 
1096, 48.00, 47.70, 15.00, 3.88, 5.90 
1097, 48.00, 47.70, 8.00, 3.88, 5.90 
1098, 47.00, 48.20, 15.00, 3.88, 5.90 
1099, 48.00, 48.70, 15.00, 3.88, 5.90 
1100, 48.00, 48.20, 15.00, 3.88, 5.90 
1101, 47.00, 48.70, 7.00, 3.88, 5.90 
1102, 48.00, 49.10, 15.00, 3.88, 5.90 
1103, 48.00, 48.20, 15.00, 3.88, 5.90 
1104, 47.00, 47.70, 15.00, 3.88, 5.90 
1105, 49.00, 49.10, 15.00, 3.88, 5.90 
1106, 47.00, 48.20, 15.00, 3.88, 5.90 
1107, 48.00, 48.20, 7.00, 3.88, 5.90 
1108, 48.00, 47.20, 15.00, 3.88, 5.90 
1109, 47.00, 48.70, 15.00, 3.88, 5.90 
1110, 48.00, 47.70, 15.00, 3.88, 5.90 
1111, 48.00, 47.70, 15.00, 3.88, 5.90 
1112, 47.00, 46.70, 15.00, 3.88, 5.90 
1113, 47.00, 47.70, 15.00, 3.88, 5.90 
1114, 48.00, 47.70, 10.00, 3.88, 5.90 
1115, 47.00, 48.20, 10.00, 3.88, 5.90 
1116, 46.00, 48.20, 15.00, 3.88, 5.90 
1117, 47.00, 47.20, 15.00, 3.88, 5.90 
1118, 47.00, 47.20, 7.00, 3.88, 5.90 
1119, 48.00, 47.70, 15.00, 3.88, 5.90 
1120, 46.00, 48.20, 15.00, 3.88, 5.90 
1121, 47.00, 48.70, 15.00, 3.88, 5.90 
1122, 48.00, 48.20, 15.00, 3.88, 5.90 
1123, 48.00, 48.70, 7.00, 3.88, 5.90 
1124, 47.00, 48.70, 15.00, 3.88, 5.90 
1125, 47.00, 47.20, 15.00, 3.88, 5.90 
1126, 48.00, 48.70, 8.00, 3.88, 5.90 
1127, 48.00, 47.70, 8.00, 3.88, 5.90 
1128, 48.00, 47.20, 15.00, 3.88, 5.90 
1129, 47.00, 48.20, 7.00, 3.88, 5.90 
1130, 47.00, 47.70, 15.00, 3.88, 5.90 
1131, 48.00, 48.20, 15.00, 3.88, 5.90 
1132, 47.00, 48.70, 15.00, 3.88, 5.90 
1133, 47.00, 47.20, 15.00, 3.88, 5.90 
1134, 47.00, 47.20, 15.00, 3.88, 5.90 
1135, 47.00, 48.20, 10.00, 3.88, 5.90 
1136, 47.00, 47.70, 15.00, 3.88, 5.90 
1137, 48.00, 48.70, 15.00, 3.88, 5.90 
1138, 47.00, 47.20, 15.00, 3.88, 5.90 
1139, 47.00, 47.70, 15.00, 3.88, 5.90 
1140, 48.00, 47.70, 15.00, 3.88, 5.90 
1141, 48.00, 47.20, 8.00, 3.88, 5.90 
1142, 47.00, 47.70, 15.00, 3.88, 5.90 
1143, 48.00, 48.20, 15.00, 3.88, 5.90 
1144, 47.00, 48.20, 7.00, 3.88, 5.90 
1145, 47.00, 47.20, 15.00, 3.88, 5.90 
1146, 47.00, 48.70, 15.00, 3.88, 5.90 
1147, 46.00, 48.70, 15.00, 3.88, 5.90 
1148, 47.00, 47.70, 9.00, 3.88, 5.90 
1149, 47.00, 48.70, 15.00, 3.88, 5.90 
1150, 47.00, 48.20, 15.00, 3.88, 5.90 
1151, 48.00, 48.20, 7.00, 3.88, 5.90 
1152, 48.00, 47.70, 15.00, 3.88, 5.90 
1153, 48.00, 48.20, 15.00, 3.88, 5.90 
1154, 48.00, 48.20, 15.00, 3.88, 5.90 
1155, 47.00, 47.70, 15.00, 3.88, 5.90 
1156, 48.00, 48.20, 8.00, 3.88, 5.90 
1157, 47.00, 48.20, 15.00, 3.88, 5.90 
1158, 48.00, 48.70, 15.00, 3.88, 5.90 
1159, 47.00, 47.70, 7.00, 3.88, 5.90 
1160, 48.00, 48.70, 7.00, 3.88, 5.90 
1161, 47.00, 47.70, 15.00, 3.88, 5.90 
1162, 47.00, 47.70, 7.00, 3.88, 5.90 
1163, 47.00, 48.20, 15.00, 3.88, 5.90 
1164, 47.00, 48.20, 15.00, 3.88, 5.90 
1165, 47.00, 48.70, 15.00, 3.88, 5.90 
1166, 48.00, 48.70, 7.00, 3.88, 5.90 
1167, 47.00, 47.70, 9.00, 3.88, 5.90 
1168, 46.00, 48.70, 15.00, 3.88, 5.90 
1169, 47.00, 49.10, 15.00, 3.88, 5.90 
1170, 48.00, 48.20, 7.00, 3.88, 5.90 
1171, 48.00, 47.70, 15.00, 3.88, 5.90 
1172, 47.00, 47.20, 15.00, 3.88, 5.90 
1173, 47.00, 48.70, 15.00, 3.88, 5.90 
1174, 47.00, 47.20, 15.00, 3.88, 5.90 
1175, 47.00, 47.70, 15.00, 3.88, 5.90 
1176, 48.00, 47.70, 15.00, 3.88, 5.90 
1177, 47.00, 48.20, 15.00, 3.88, 5.90 
1178, 47.00, 48.20, 7.00, 3.88, 5.90 
1179, 47.00, 48.20, 10.00, 3.88, 5.90 
1180, 48.00, 48.70, 15.00, 3.88, 5.90 
1181, 48.00, 47.70, 15.00, 3.88, 5.90 
1182, 48.00, 48.70, 7.00, 3.88, 5.90 
1183, 48.00, 48.70, 15.00, 3.88, 5.90 
1184, 48.00, 48.70, 15.00, 3.88, 5.90 
1185, 47.00, 47.20, 9.00, 3.88, 5.90 
1186, 48.00, 48.20, 9.00, 3.88, 5.90 
1187, 48.00, 48.20, 15.00, 3.88, 5.90 
1188, 48.00, 48.20, 15.00, 3.88, 5.90 
1189, 47.00, 47.20, 15.00, 3.88, 5.90 
1190, 47.00, 47.70, 7.00, 3.88, 5.90 
1191, 47.00, 48.20, 15.00, 3.88, 5.90 
1192, 47.00, 47.20, 15.00, 3.88, 5.90 
1193, 47.00, 48.20, 7.00, 3.88, 5.90 
1194, 48.00, 47.20, 9.00, 3.88, 5.90 
1195, 48.00, 48.20, 15.00, 3.88, 5.90 
1196, 48.00, 48.70, 15.00, 3.88, 5.90 
1197, 47.00, 48.20, 7.00, 3.88, 5.90 
1198, 48.00, 47.70, 15.00, 3.88, 5.90 
1199, 47.00, 47.20, 15.00, 3.88, 5.90 
1200, 47.00, 48.70, 15.00, 3.88, 5.90 
1201, 48.00, 48.20, 7.00, 3.88, 5.90 
1202, 47.00, 48.20, 15.00, 3.88, 5.90 
1203, 48.00, 48.70, 15.00, 3.88, 5.90 
1204, 47.00, 47.70, 15.00, 3.88, 5.90 
1205, 49.00, 48.70, 15.00, 3.88, 5.90 
1206, 47.00, 48.70, 15.00, 3.88, 5.90 
1207, 48.00, 48.20, 15.00, 3.88, 5.90 
1208, 48.00, 48.70, 15.00, 3.88, 5.90 
1209, 48.00, 48.20, 15.00, 3.88, 5.90 
1210, 47.00, 47.70, 8.00, 3.88, 5.90 
1211, 48.00, 48.20, 15.00, 3.88, 5.90 
1212, 47.00, 47.70, 15.00, 3.88, 5.90 
1213, 46.00, 46.70, 15.00, 3.88, 5.90 
1214, 48.00, 48.20, 15.00, 3.88, 5.90 
1215, 48.00, 48.70, 7.00, 3.88, 5.90 
1216, 47.00, 47.70, 15.00, 3.88, 5.90 
1217, 48.00, 48.70, 15.00, 3.88, 5.90 
1218, 48.00, 47.70, 8.00, 3.88, 5.90 
1219, 48.00, 48.20, 15.00, 3.88, 5.90 
1220, 47.00, 48.20, 15.00, 3.88, 5.90 
1221, 48.00, 48.20, 15.00, 3.88, 5.90 
1222, 48.00, 47.70, 15.00, 3.88, 5.90 
1223, 49.00, 47.20, 15.00, 3.88, 5.90 
1224, 48.00, 47.70, 15.00, 3.88, 5.90 
1225, 47.00, 47.20, 15.00, 3.88, 5.90 
1226, 47.00, 47.70, 7.00, 3.88, 5.90 
1227, 48.00, 47.70, 15.00, 3.88, 5.90 
1228, 48.00, 47.20, 15.00, 3.88, 5.90 
1229, 48.00, 47.20, 15.00, 3.88, 5.90 
1230, 47.00, 47.70, 15.00, 3.88, 5.90 
1231, 47.00, 48.20, 7.00, 3.88, 5.90 
1232, 46.00, 47.70, 15.00, 3.88, 5.90 
1233, 47.00, 47.70, 15.00, 3.88, 5.90 
1234, 47.00, 48.20, 15.00, 3.88, 5.90 
1235, 47.00, 48.70, 15.00, 3.88, 5.90 
1236, 48.00, 47.70, 15.00, 3.88, 5.90 
1237, 47.00, 47.70, 15.00, 3.88, 5.90 
1238, 47.00, 47.70, 15.00, 3.88, 5.90 
1239, 47.00, 47.70, 15.00, 3.88, 5.90 
1240, 48.00, 49.10, 15.00, 3.88, 5.90 
1241, 47.00, 47.70, 15.00, 3.88, 5.90 
1242, 47.00, 47.70, 15.00, 3.88, 5.90 
1243, 48.00, 48.20, 15.00, 3.88, 5.90 
1244, 47.00, 49.10, 9.00, 3.88, 5.90 
1245, 48.00, 48.20, 15.00, 3.88, 5.90 
1246, 48.00, 47.70, 15.00, 3.88, 5.90 
1247, 47.00, 47.70, 15.00, 3.88, 5.90 
1248, 46.00, 48.20, 15.00, 3.88, 5.90 
1249, 48.00, 48.20, 9.00, 3.88, 5.90 
1250, 47.00, 47.70, 15.00, 3.88, 5.90 
1251, 48.00, 48.20, 7.00, 3.88, 5.90 
1252, 48.00, 48.20, 15.00, 3.88, 5.90 
1253, 48.00, 48.20, 15.00, 3.88, 5.90 
1254, 47.00, 48.20, 15.00, 3.88, 5.90 
1255, 47.00, 47.70, 15.00, 3.88, 5.90 
1256, 47.00, 48.20, 7.00, 3.88, 5.90 
1257, 48.00, 47.70, 15.00, 3.88, 5.90 
1258, 47.00, 48.70, 15.00, 3.88, 5.90 
1259, 47.00, 48.20, 15.00, 3.88, 5.90 
1260, 48.00, 48.70, 15.00, 3.88, 5.90 
1261, 47.00, 48.70, 15.00, 3.88, 5.90 
1262, 47.00, 48.70, 15.00, 3.88, 5.90 
1263, 47.00, 48.70, 15.00, 3.88, 5.90 
1264, 47.00, 48.70, 15.00, 3.88, 5.90 
1265, 47.00, 47.70, 15.00, 3.88, 5.90 
1266, 48.00, 47.70, 15.00, 3.88, 5.90 
1267, 48.00, 48.20, 9.00, 3.88, 5.90 
1268, 47.00, 47.70, 15.00, 3.88, 5.90 
1269, 48.00, 47.70, 15.00, 3.88, 5.90 
1270, 47.00, 48.70, 10.00, 3.88, 5.90 
1271, 48.00, 47.20, 15.00, 3.88, 5.90 
1272, 47.00, 49.10, 7.00, 3.88, 5.90 
1273, 48.00, 47.70, 15.00, 3.88, 5.90 
1274, 48.00, 46.70, 15.00, 3.88, 5.90 
1275, 48.00, 47.70, 15.00, 3.88, 5.90 
1276, 49.00, 49.10, 15.00, 3.88, 5.90 
1277, 48.00, 47.70, 8.00, 3.88, 5.90 
1278, 49.00, 49.10, 6.00, 3.88, 5.90 
1279, 47.00, 48.20, 9.00, 3.88, 5.90 
1280, 48.00, 48.20, 15.00, 3.88, 5.90 
1281, 48.00, 48.20, 15.00, 3.88, 5.90 
1282, 47.00, 47.70, 15.00, 3.88, 5.80 
1283, 48.00, 48.20, 15.00, 3.88, 5.90 
1284, 47.00, 47.70, 10.00, 3.88, 5.90 
1285, 47.00, 47.70, 15.00, 3.88, 5.90 
1286, 47.00, 47.20, 7.00, 3.88, 5.90 
1287, 48.00, 48.70, 15.00, 3.88, 5.90 
1288, 47.00, 47.70, 15.00, 3.88, 5.90 
1289, 48.00, 48.70, 15.00, 3.88, 5.90 
1290, 48.00, 48.20, 15.00, 3.88, 5.90 
1291, 47.00, 46.70, 8.00, 3.88, 5.90 
1292, 49.00, 47.70, 15.00, 3.88, 5.90 
1293, 48.00, 47.70, 15.00, 3.88, 5.90 
1294, 46.00, 47.70, 10.00, 3.88, 5.90 
1295, 47.00, 48.70, 10.00, 3.88, 5.90 
1296, 47.00, 48.20, 10.00, 3.88, 5.90 
1297, 48.00, 47.70, 15.00, 3.88, 5.90 
1298, 47.00, 47.20, 15.00, 3.88, 5.90 
1299, 48.00, 47.70, 15.00, 3.88, 5.90 
1300, 47.00, 48.20, 10.00, 3.88, 5.90 
1301, 47.00, 47.20, 15.00, 3.88, 5.90 
1302, 46.00, 47.70, 7.00, 3.88, 5.90 
1303, 48.00, 48.70, 15.00, 3.88, 5.90 
1304, 48.00, 47.70, 15.00, 3.88, 5.90 
1305, 47.00, 46.70, 15.00, 3.88, 5.90 
1306, 47.00, 48.20, 9.00, 3.88, 5.90 
1307, 47.00, 47.70, 15.00, 3.88, 5.90 
1308, 48.00, 48.20, 15.00, 3.88, 5.90 
1309, 48.00, 48.20, 15.00, 3.88, 5.90 
1310, 48.00, 48.70, 15.00, 3.88, 5.90 
1311, 46.00, 47.70, 15.00, 3.88, 5.90 
1312, 48.00, 47.20, 15.00, 3.88, 5.90 
1313, 47.00, 48.70, 15.00, 3.88, 5.90 
1314, 48.00, 48.20, 8.00, 3.88, 5.90 
1315, 48.00, 47.70, 15.00, 3.88, 5.90 
1316, 48.00, 49.10, 15.00, 3.88, 5.90 
1317, 47.00, 47.70, 15.00, 3.88, 5.90 
1318, 47.00, 47.70, 15.00, 3.88, 5.90 
1319, 48.00, 47.70, 9.00, 3.88, 5.90 
1320, 47.00, 47.20, 15.00, 3.88, 5.90 
1321, 48.00, 48.20, 15.00, 3.88, 5.90 
1322, 47.00, 47.70, 15.00, 3.88, 5.90 
1323, 47.00, 48.70, 7.00, 3.88, 5.90 
1324, 47.00, 47.70, 15.00, 3.88, 5.90 
1325, 47.00, 48.70, 15.00, 3.88, 5.90 
1326, 49.00, 47.20, 15.00, 3.88, 5.90 
1327, 48.00, 48.20, 15.00, 3.88, 5.90 
1328, 47.00, 48.20, 7.00, 3.88, 5.90 
1329, 47.00, 48.20, 7.00, 3.88, 5.90 
1330, 49.00, 49.10, 15.00, 3.88, 5.90 
1331, 47.00, 48.20, 15.00, 3.88, 5.90 
1332, 47.00, 47.70, 15.00, 3.88, 5.90 
1333, 48.00, 48.70, 15.00, 3.88, 5.90 
1334, 47.00, 48.70, 8.00, 3.88, 5.90 
1335, 47.00, 47.70, 15.00, 3.88, 5.90 
1336, 46.00, 48.20, 15.00, 3.88, 5.90 
1337, 47.00, 47.20, 15.00, 3.88, 5.90 
1338, 48.00, 48.20, 15.00, 3.88, 5.90 
1339, 48.00, 48.70, 7.00, 3.88, 5.90 
1340, 48.00, 48.70, 10.00, 3.88, 5.90 
1341, 49.00, 48.20, 15.00, 3.88, 5.90 
1342, 47.00, 48.20, 15.00, 3.88, 5.90 
1343, 47.00, 48.70, 8.00, 3.88, 5.90 
1344, 47.00, 47.70, 15.00, 3.88, 5.90 
1345, 47.00, 49.10, 15.00, 3.88, 5.90 
1346, 47.00, 48.20, 7.00, 3.88, 5.90 
1347, 48.00, 47.70, 15.00, 3.88, 5.90 
1348, 48.00, 48.20, 15.00, 3.88, 5.90 
1349, 47.00, 48.20, 15.00, 3.88, 5.90 
1350, 48.00, 48.20, 15.00, 3.88, 5.90 
1351, 48.00, 48.70, 15.00, 3.88, 5.90 
1352, 48.00, 48.70, 6.00, 3.88, 5.90 
1353, 48.00, 48.70, 15.00, 3.88, 5.90 
1354, 47.00, 48.20, 15.00, 3.88, 5.90 
1355, 47.00, 48.70, 15.00, 3.88, 5.90 
1356, 48.00, 48.70, 15.00, 3.88, 5.90 
1357, 48.00, 47.20, 15.00, 3.88, 5.90 
1358, 48.00, 48.70, 7.00, 3.88, 5.90 
1359, 47.00, 47.70, 15.00, 3.88, 5.90 
1360, 47.00, 48.20, 15.00, 3.88, 5.90 
1361, 47.00, 47.70, 10.00, 3.88, 5.90 
1362, 48.00, 48.20, 15.00, 3.88, 5.90 
1363, 48.00, 48.70, 15.00, 3.88, 5.90 
1364, 48.00, 48.20, 9.00, 3.88, 5.90 
1365, 48.00, 48.70, 9.00, 3.88, 5.90 
1366, 47.00, 49.60, 15.00, 3.88, 5.90 
1367, 47.00, 48.20, 15.00, 3.88, 5.90 
1368, 48.00, 49.10, 10.00, 3.88, 5.90 
1369, 47.00, 48.20, 7.00, 3.88, 5.90 
1370, 47.00, 47.70, 15.00, 3.88, 5.90 
1371, 48.00, 48.20, 15.00, 3.88, 5.90 
1372, 47.00, 47.70, 8.00, 3.88, 5.90 
1373, 48.00, 48.70, 15.00, 3.88, 5.90 
1374, 48.00, 48.20, 15.00, 3.88, 5.90 
1375, 48.00, 48.20, 10.00, 3.88, 5.90 
1376, 47.00, 48.20, 15.00, 3.89, 5.90 
1377, 48.00, 47.70, 7.00, 3.89, 5.90 
1378, 48.00, 48.20, 10.00, 3.89, 5.90 
1379, 48.00, 48.70, 15.00, 3.89, 5.90 
1380, 47.00, 47.70, 15.00, 3.89, 5.90 
1381, 48.00, 48.20, 15.00, 3.89, 5.90 
1382, 47.00, 47.70, 15.00, 3.89, 5.90 
1383, 48.00, 48.20, 7.00, 3.89, 5.90 
1384, 48.00, 48.20, 10.00, 3.89, 5.90 
1385, 48.00, 48.70, 15.00, 3.89, 5.90 
1386, 47.00, 48.70, 7.00, 3.89, 5.90 
1387, 47.00, 48.70, 15.00, 3.89, 5.90 
1388, 47.00, 48.20, 15.00, 3.89, 5.90 
1389, 48.00, 48.20, 15.00, 3.89, 5.90 
1390, 48.00, 48.20, 15.00, 3.89, 5.90 
1391, 48.00, 48.70, 15.00, 3.89, 5.90 
1392, 48.00, 48.20, 15.00, 3.89, 5.90 
1393, 48.00, 47.70, 15.00, 3.89, 5.90 
1394, 48.00, 48.20, 10.00, 3.89, 5.90 
1395, 48.00, 49.10, 15.00, 3.89, 5.90 
1396, 48.00, 48.70, 15.00, 3.89, 5.90 
1397, 47.00, 47.70, 7.00, 3.89, 5.90 
1398, 48.00, 48.70, 15.00, 3.89, 5.90 
1399, 47.00, 48.70, 15.00, 3.89, 5.90 
1400, 48.00, 48.20, 15.00, 3.89, 5.90 
1401, 47.00, 47.70, 15.00, 3.89, 5.90 
1402, 48.00, 49.10, 15.00, 3.89, 5.90 
1403, 47.00, 48.20, 15.00, 3.89, 5.90 
1404, 47.00, 48.70, 15.00, 3.89, 5.90 
1405, 48.00, 47.70, 15.00, 3.89, 5.90 
1406, 48.00, 48.20, 15.00, 3.89, 5.90 
1407, 48.00, 48.20, 15.00, 3.89, 5.90 
1408, 48.00, 49.10, 15.00, 3.89, 5.80 
1409, 47.00, 48.20, 15.00, 3.89, 5.90 
1410, 48.00, 48.20, 7.00, 3.89, 5.90 
1411, 47.00, 47.70, 15.00, 3.89, 5.90 
1412, 48.00, 48.20, 15.00, 3.89, 5.90 
1413, 48.00, 47.20, 7.00, 3.89, 5.90 
1414, 48.00, 47.70, 15.00, 3.89, 5.90 
1415, 47.00, 48.20, 9.00, 3.89, 5.80 
1416, 48.00, 48.20, 15.00, 3.89, 5.90 
1417, 48.00, 47.20, 7.00, 3.89, 5.90 
1418, 48.00, 47.70, 15.00, 3.89, 5.90 
1419, 48.00, 48.20, 15.00, 3.89, 5.90 
1420, 48.00, 48.20, 8.00, 3.89, 5.90 
1421, 47.00, 47.70, 15.00, 3.89, 5.90 
1422, 48.00, 48.70, 15.00, 3.89, 5.90 
1423, 48.00, 49.10, 15.00, 3.89, 5.90 
1424, 47.00, 49.10, 15.00, 3.89, 5.90 
1425, 48.00, 47.70, 15.00, 3.89, 5.90 
1426, 47.00, 48.20, 7.00, 3.89, 5.90 
1427, 48.00, 48.20, 15.00, 3.89, 5.90 
1428, 48.00, 48.70, 7.00, 3.89, 5.90 
1429, 47.00, 48.70, 15.00, 3.89, 5.90 
1430, 48.00, 47.20, 15.00, 3.89, 5.90 
1431, 48.00, 48.70, 15.00, 3.89, 5.90 
1432, 48.00, 47.70, 15.00, 3.89, 5.90 
1433, 48.00, 48.70, 15.00, 3.89, 5.90 
1434, 48.00, 48.20, 15.00, 3.89, 5.90 
1435, 48.00, 47.70, 15.00, 3.89, 5.90 
1436, 47.00, 48.70, 15.00, 3.89, 5.90 
1437, 48.00, 47.70, 15.00, 3.89, 5.90 
1438, 48.00, 49.10, 15.00, 3.89, 5.90 
1439, 48.00, 48.20, 15.00, 3.89, 5.90 
1440, 48.00, 48.20, 10.00, 3.89, 5.90 
1441, 48.00, 48.20, 15.00, 3.89, 5.90 
1442, 48.00, 48.20, 15.00, 3.89, 5.90 
1443, 48.00, 47.70, 8.00, 3.89, 5.90 
1444, 47.00, 48.70, 15.00, 3.89, 5.90 
1445, 48.00, 48.70, 7.00, 3.89, 5.90 
1446, 48.00, 47.70, 15.00, 3.89, 5.90 
1447, 47.00, 49.10, 15.00, 3.89, 5.90 
1448, 48.00, 47.70, 15.00, 3.89, 5.90 
1449, 47.00, 47.20, 15.00, 3.89, 5.90 
1450, 47.00, 47.70, 15.00, 3.89, 5.90 
1451, 47.00, 48.70, 15.00, 3.89, 5.90 
1452, 47.00, 47.70, 10.00, 3.89, 5.90 
1453, 47.00, 48.70, 15.00, 3.89, 5.90 
1454, 48.00, 47.70, 15.00, 3.89, 5.90 
1455, 49.00, 49.10, 15.00, 3.89, 5.90 
1456, 48.00, 48.70, 15.00, 3.89, 5.90 
1457, 48.00, 49.10, 15.00, 3.89, 5.90 
1458, 48.00, 48.20, 7.00, 3.89, 5.90 
1459, 47.00, 48.20, 15.00, 3.89, 5.90 
1460, 48.00, 48.20, 15.00, 3.89, 5.90 
1461, 48.00, 48.20, 8.00, 3.89, 5.90 
1462, 48.00, 47.70, 15.00, 3.89, 5.90 
1463, 48.00, 48.70, 10.00, 3.89, 5.90 
1464, 47.00, 48.20, 15.00, 3.89, 5.90 
1465, 46.00, 48.70, 15.00, 3.89, 5.90 
1466, 47.00, 48.20, 15.00, 3.89, 5.90 
1467, 48.00, 48.70, 8.00, 3.89, 5.90 
1468, 47.00, 49.60, 15.00, 3.89, 5.90 
1469, 48.00, 48.70, 15.00, 3.89, 5.90 
1470, 47.00, 47.70, 15.00, 3.89, 5.90 
1471, 47.00, 48.20, 15.00, 3.89, 5.90 
1472, 48.00, 49.10, 7.00, 3.89, 5.90 
1473, 48.00, 48.20, 15.00, 3.89, 5.90 
1474, 48.00, 49.10, 15.00, 3.89, 5.90 
1475, 47.00, 47.70, 15.00, 3.89, 5.90 
1476, 48.00, 47.70, 15.00, 3.89, 5.90 
1477, 49.00, 48.20, 6.00, 3.89, 5.90 
1478, 48.00, 48.20, 15.00, 3.89, 5.90 
1479, 48.00, 48.20, 15.00, 3.89, 5.90 
1480, 49.00, 48.20, 7.00, 3.89, 5.90 
1481, 48.00, 47.70, 15.00, 3.89, 5.90 
1482, 48.00, 48.20, 7.00, 3.89, 5.90 
1483, 47.00, 49.10, 15.00, 3.89, 5.90 
