#SECOND, CPU_TMP, GPU_TMP, CPU_FRQ, MEM_USE, CPU_USE
1484, 48.00, 48.20, 15.00, 3.89, 5.90 
1485, 49.00, 47.70, 15.00, 3.89, 5.90 
1486, 47.00, 48.70, 15.00, 3.89, 5.90 
1487, 48.00, 49.10, 15.00, 3.89, 5.90 
1488, 49.00, 49.10, 7.00, 3.89, 5.90 
1489, 47.00, 48.70, 9.00, 3.89, 5.90 
1490, 47.00, 49.10, 15.00, 3.89, 5.90 
1491, 47.00, 48.20, 15.00, 3.89, 5.90 
1492, 48.00, 47.70, 15.00, 3.89, 5.90 
1493, 47.00, 47.70, 7.00, 3.89, 5.90 
1494, 48.00, 48.20, 15.00, 3.89, 5.90 
1495, 48.00, 48.20, 15.00, 3.89, 5.90 
1496, 47.00, 48.20, 15.00, 3.89, 5.90 
1497, 47.00, 48.20, 7.00, 3.89, 5.90 
1498, 47.00, 47.70, 15.00, 3.89, 5.90 
1499, 48.00, 48.70, 7.00, 3.89, 5.90 
1500, 47.00, 48.20, 15.00, 3.89, 5.90 
1501, 47.00, 49.10, 15.00, 3.89, 5.90 
1502, 47.00, 47.70, 15.00, 3.89, 5.90 
1503, 48.00, 48.20, 6.00, 3.89, 5.90 
1504, 48.00, 49.10, 15.00, 3.89, 5.90 
1505, 48.00, 48.20, 15.00, 3.89, 5.90 
1506, 47.00, 47.70, 15.00, 3.89, 5.90 
1507, 48.00, 48.20, 15.00, 3.89, 5.90 
1508, 48.00, 47.70, 15.00, 3.89, 5.90 
1509, 48.00, 48.20, 15.00, 3.89, 5.90 
1510, 48.00, 48.70, 15.00, 3.89, 5.90 
1511, 49.00, 48.20, 15.00, 3.89, 5.90 
1512, 48.00, 48.20, 7.00, 3.89, 5.90 
1513, 48.00, 48.20, 15.00, 3.89, 5.90 
1514, 48.00, 47.70, 6.00, 3.89, 5.90 
1515, 48.00, 48.20, 15.00, 3.89, 5.80 
1516, 48.00, 47.70, 15.00, 3.89, 5.90 
1517, 48.00, 48.70, 7.00, 3.89, 5.90 
1518, 47.00, 48.20, 15.00, 3.89, 5.90 
1519, 47.00, 48.70, 15.00, 3.89, 5.90 
1520, 48.00, 48.20, 15.00, 3.89, 5.90 
1521, 48.00, 47.20, 7.00, 3.89, 5.90 
1522, 48.00, 48.70, 15.00, 3.89, 5.90 
1523, 47.00, 48.70, 15.00, 3.89, 5.90 
1524, 47.00, 48.70, 15.00, 3.89, 5.90 
1525, 47.00, 48.20, 15.00, 3.89, 5.90 
1526, 48.00, 48.70, 15.00, 3.89, 5.90 
1527, 49.00, 48.70, 7.00, 3.89, 5.90 
1528, 48.00, 48.20, 15.00, 3.89, 5.90 
1529, 47.00, 48.70, 15.00, 3.89, 5.90 
1530, 47.00, 48.20, 15.00, 3.89, 5.80 
1531, 48.00, 48.70, 15.00, 3.89, 5.90 
1532, 48.00, 47.70, 15.00, 3.89, 5.90 
1533, 48.00, 47.70, 15.00, 3.89, 5.90 
1534, 47.00, 48.20, 15.00, 3.89, 5.90 
1535, 48.00, 48.20, 15.00, 3.89, 5.90 
1536, 47.00, 49.10, 7.00, 3.89, 5.90 
1537, 48.00, 48.20, 15.00, 3.89, 5.90 
1538, 48.00, 48.20, 15.00, 3.89, 5.90 
1539, 48.00, 48.70, 15.00, 3.89, 5.90 
1540, 47.00, 47.70, 15.00, 3.89, 5.90 
1541, 48.00, 48.20, 15.00, 3.89, 5.90 
1542, 47.00, 47.70, 15.00, 3.89, 5.90 
1543, 47.00, 48.20, 7.00, 3.89, 5.90 
1544, 47.00, 49.10, 15.00, 3.89, 5.90 
1545, 48.00, 48.20, 15.00, 3.89, 5.90 
1546, 48.00, 48.70, 15.00, 3.89, 5.90 
1547, 48.00, 47.70, 15.00, 3.89, 5.90 
1548, 47.00, 48.20, 7.00, 3.89, 5.90 
1549, 47.00, 48.70, 15.00, 3.89, 5.90 
1550, 48.00, 48.70, 7.00, 3.89, 5.90 
1551, 49.00, 48.70, 15.00, 3.89, 5.90 
1552, 47.00, 48.20, 10.00, 3.89, 5.80 
1553, 47.00, 48.20, 10.00, 3.89, 5.90 
1554, 48.00, 47.20, 15.00, 3.89, 5.90 
1555, 47.00, 49.10, 15.00, 3.89, 5.90 
1556, 48.00, 48.20, 15.00, 3.89, 5.90 
1557, 47.00, 47.20, 15.00, 3.89, 5.90 
1558, 48.00, 47.70, 8.00, 3.89, 5.90 
1559, 47.00, 47.70, 15.00, 3.89, 5.90 
1560, 48.00, 48.20, 10.00, 3.89, 5.90 
1561, 48.00, 48.20, 15.00, 3.89, 5.90 
1562, 48.00, 48.20, 15.00, 3.89, 5.90 
1563, 48.00, 46.70, 15.00, 3.89, 5.90 
1564, 48.00, 48.20, 15.00, 3.89, 5.90 
1565, 48.00, 48.20, 15.00, 3.89, 5.90 
1566, 48.00, 48.20, 15.00, 3.89, 5.90 
1567, 49.00, 48.70, 15.00, 3.89, 5.90 
1568, 48.00, 49.10, 15.00, 3.89, 5.90 
1569, 48.00, 48.70, 15.00, 3.89, 5.90 
1570, 48.00, 48.20, 9.00, 3.89, 5.90 
1571, 48.00, 48.70, 15.00, 3.89, 5.90 
1572, 47.00, 47.70, 15.00, 3.89, 5.90 
1573, 48.00, 47.20, 15.00, 3.89, 5.90 
1574, 47.00, 47.20, 15.00, 3.89, 5.90 
1575, 48.00, 49.10, 15.00, 3.89, 5.90 
1576, 48.00, 48.20, 15.00, 3.89, 5.90 
1577, 48.00, 49.10, 9.00, 3.89, 5.90 
1578, 49.00, 48.20, 10.00, 3.89, 5.90 
1579, 48.00, 47.70, 15.00, 3.89, 5.90 
1580, 48.00, 48.70, 6.00, 3.89, 5.90 
1581, 48.00, 48.70, 15.00, 3.89, 5.90 
1582, 47.00, 48.20, 15.00, 3.89, 5.90 
1583, 47.00, 48.20, 15.00, 3.89, 5.90 
1584, 49.00, 47.70, 15.00, 3.89, 5.90 
1585, 49.00, 49.60, 15.00, 3.89, 5.90 
1586, 48.00, 48.70, 15.00, 3.89, 5.80 
1587, 47.00, 48.20, 15.00, 3.89, 5.90 
1588, 48.00, 48.20, 15.00, 3.89, 5.90 
1589, 47.00, 49.10, 7.00, 3.89, 5.90 
1590, 48.00, 49.60, 15.00, 3.89, 5.90 
1591, 48.00, 48.20, 7.00, 3.89, 5.90 
1592, 47.00, 47.20, 15.00, 3.89, 5.90 
1593, 48.00, 49.10, 15.00, 3.89, 5.90 
1594, 47.00, 48.20, 15.00, 3.89, 5.90 
1595, 47.00, 48.70, 15.00, 3.89, 5.90 
1596, 48.00, 48.70, 15.00, 3.89, 5.90 
1597, 48.00, 48.70, 15.00, 3.89, 5.90 
1598, 48.00, 48.20, 8.00, 3.89, 5.90 
1599, 49.00, 48.70, 15.00, 3.89, 5.90 
1600, 48.00, 49.10, 15.00, 3.89, 5.90 
1601, 47.00, 48.20, 10.00, 3.89, 5.80 
1602, 48.00, 48.70, 15.00, 3.89, 5.90 
1603, 48.00, 48.70, 15.00, 3.89, 5.90 
1604, 48.00, 49.10, 7.00, 3.89, 5.90 
1605, 47.00, 48.20, 15.00, 3.89, 5.90 
1606, 48.00, 48.20, 15.00, 3.89, 5.90 
1607, 48.00, 47.20, 15.00, 3.89, 5.90 
1608, 48.00, 48.70, 15.00, 3.89, 5.80 
1609, 47.00, 47.20, 7.00, 3.89, 5.90 
1610, 48.00, 47.70, 15.00, 3.89, 5.90 
1611, 48.00, 48.70, 15.00, 3.89, 5.90 
1612, 48.00, 48.20, 15.00, 3.89, 5.90 
1613, 48.00, 47.70, 7.00, 3.89, 5.90 
1614, 47.00, 48.70, 15.00, 3.89, 5.90 
1615, 47.00, 48.20, 15.00, 3.89, 5.90 
1616, 48.00, 47.70, 15.00, 3.89, 5.80 
1617, 49.00, 49.60, 15.00, 3.89, 5.90 
1618, 47.00, 47.70, 15.00, 3.89, 5.90 
1619, 49.00, 47.70, 15.00, 3.89, 5.90 
1620, 48.00, 48.20, 15.00, 3.89, 5.90 
1621, 48.00, 47.70, 15.00, 3.89, 5.90 
1622, 48.00, 48.20, 15.00, 3.89, 5.90 
1623, 47.00, 48.20, 15.00, 3.89, 5.90 
1624, 47.00, 49.10, 15.00, 3.89, 5.80 
1625, 47.00, 47.70, 15.00, 3.89, 5.90 
1626, 48.00, 48.70, 15.00, 3.89, 5.90 
1627, 47.00, 47.70, 15.00, 3.89, 5.90 
1628, 47.00, 47.70, 7.00, 3.89, 5.90 
1629, 47.00, 48.70, 15.00, 3.89, 5.90 
1630, 48.00, 48.20, 7.00, 3.89, 5.90 
1631, 47.00, 48.20, 15.00, 3.89, 5.90 
1632, 48.00, 49.10, 15.00, 3.89, 5.90 
1633, 47.00, 48.70, 15.00, 3.89, 5.90 
1634, 49.00, 49.60, 15.00, 3.89, 5.90 
1635, 48.00, 47.70, 7.00, 3.89, 5.90 
1636, 48.00, 49.10, 15.00, 3.89, 5.90 
1637, 47.00, 48.70, 15.00, 3.89, 5.90 
1638, 47.00, 48.20, 15.00, 3.89, 5.90 
1639, 48.00, 47.20, 15.00, 3.89, 5.80 
1640, 48.00, 48.70, 8.00, 3.89, 5.90 
1641, 48.00, 48.70, 15.00, 3.89, 5.90 
1642, 48.00, 48.70, 15.00, 3.89, 5.90 
1643, 48.00, 48.20, 7.00, 3.89, 5.90 
1644, 48.00, 47.70, 15.00, 3.89, 5.90 
1645, 48.00, 48.70, 15.00, 3.89, 5.90 
1646, 47.00, 48.20, 9.00, 3.89, 5.90 
1647, 48.00, 48.20, 15.00, 3.89, 5.90 
1648, 49.00, 49.10, 15.00, 3.89, 5.90 
1649, 48.00, 48.70, 15.00, 3.89, 5.90 
1650, 47.00, 48.20, 10.00, 3.89, 5.90 
1651, 47.00, 48.20, 15.00, 3.89, 5.90 
1652, 49.00, 49.60, 7.00, 3.89, 5.90 
1653, 48.00, 48.70, 15.00, 3.89, 5.90 
1654, 49.00, 48.20, 15.00, 3.89, 5.90 
1655, 47.00, 49.10, 15.00, 3.89, 5.90 
1656, 47.00, 48.20, 15.00, 3.89, 5.90 
1657, 48.00, 48.20, 15.00, 3.89, 5.90 
1658, 48.00, 47.70, 7.00, 3.89, 5.90 
1659, 47.00, 47.20, 15.00, 3.89, 5.90 
1660, 48.00, 48.70, 15.00, 3.89, 5.90 
1661, 48.00, 47.70, 8.00, 3.89, 5.90 
1662, 48.00, 48.20, 15.00, 3.89, 5.90 
1663, 47.00, 48.70, 15.00, 3.89, 5.90 
1664, 47.00, 48.70, 7.00, 3.89, 5.90 
1665, 47.00, 47.70, 15.00, 3.89, 5.90 
1666, 48.00, 48.20, 15.00, 3.89, 5.90 
1667, 48.00, 48.70, 15.00, 3.89, 5.90 
1668, 47.00, 48.70, 15.00, 3.89, 5.90 
1669, 48.00, 48.70, 15.00, 3.89, 5.90 
1670, 47.00, 48.70, 9.00, 3.89, 5.90 
1671, 47.00, 47.70, 15.00, 3.89, 5.90 
1672, 48.00, 47.20, 15.00, 3.89, 5.90 
1673, 48.00, 48.20, 15.00, 3.89, 5.90 
1674, 47.00, 47.70, 15.00, 3.89, 5.90 
1675, 47.00, 48.20, 7.00, 3.89, 5.90 
1676, 47.00, 48.20, 15.00, 3.89, 5.90 
1677, 48.00, 47.70, 15.00, 3.89, 5.90 
1678, 48.00, 49.10, 10.00, 3.89, 5.90 
1679, 48.00, 49.10, 15.00, 3.89, 5.90 
1680, 48.00, 48.70, 15.00, 3.89, 5.90 
1681, 48.00, 48.20, 7.00, 3.89, 5.90 
1682, 47.00, 48.20, 15.00, 3.89, 5.90 
1683, 48.00, 48.20, 10.00, 3.89, 5.90 
1684, 47.00, 48.20, 15.00, 3.89, 5.90 
1685, 47.00, 48.20, 15.00, 3.89, 5.90 
1686, 48.00, 48.70, 15.00, 3.89, 5.90 
1687, 49.00, 48.20, 7.00, 3.89, 5.90 
1688, 48.00, 48.70, 15.00, 3.89, 5.90 
1689, 47.00, 47.70, 15.00, 3.89, 5.90 
1690, 47.00, 48.70, 15.00, 3.89, 5.90 
1691, 48.00, 49.10, 15.00, 3.89, 5.80 
1692, 48.00, 48.20, 15.00, 3.89, 5.90 
1693, 48.00, 47.70, 15.00, 3.89, 5.90 
1694, 48.00, 47.20, 10.00, 3.89, 5.90 
1695, 49.00, 49.10, 15.00, 3.89, 5.90 
1696, 47.00, 48.20, 15.00, 3.89, 5.90 
1697, 48.00, 47.20, 9.00, 3.89, 5.90 
1698, 48.00, 48.20, 15.00, 3.89, 5.90 
1699, 48.00, 48.20, 15.00, 3.89, 5.90 
1700, 48.00, 47.70, 8.00, 3.89, 5.90 
1701, 48.00, 48.20, 8.00, 3.89, 5.90 
1702, 48.00, 47.70, 15.00, 3.89, 5.90 
1703, 47.00, 48.20, 15.00, 3.89, 5.90 
1704, 48.00, 48.70, 7.00, 3.89, 5.90 
1705, 47.00, 48.70, 15.00, 3.89, 5.90 
1706, 49.00, 48.70, 15.00, 3.89, 5.90 
1707, 48.00, 49.10, 15.00, 3.89, 5.90 
1708, 47.00, 47.20, 15.00, 3.89, 5.90 
1709, 48.00, 48.70, 7.00, 3.89, 5.90 
1710, 47.00, 49.10, 15.00, 3.89, 5.90 
1711, 48.00, 47.70, 7.00, 3.89, 5.90 
1712, 47.00, 47.70, 15.00, 3.89, 5.90 
1713, 47.00, 48.70, 15.00, 3.89, 5.90 
1714, 49.00, 49.10, 15.00, 3.89, 5.90 
1715, 47.00, 47.70, 15.00, 3.89, 5.90 
1716, 48.00, 48.20, 15.00, 3.89, 5.90 
1717, 47.00, 48.70, 15.00, 3.89, 5.90 
1718, 48.00, 46.70, 15.00, 3.89, 5.90 
1719, 47.00, 48.20, 15.00, 3.89, 5.90 
1720, 48.00, 48.70, 6.00, 3.89, 5.90 
1721, 49.00, 48.70, 15.00, 3.89, 5.90 
1722, 47.00, 46.70, 15.00, 3.89, 5.90 
1723, 48.00, 47.70, 15.00, 3.89, 5.90 
1724, 48.00, 48.70, 15.00, 3.89, 5.90 
1725, 47.00, 48.70, 15.00, 3.90, 5.90 
1726, 47.00, 47.20, 15.00, 3.90, 5.90 
1727, 48.00, 48.70, 15.00, 3.90, 5.90 
1728, 48.00, 48.70, 6.00, 3.90, 5.90 
1729, 48.00, 47.20, 15.00, 3.90, 5.90 
1730, 49.00, 49.60, 15.00, 3.90, 5.90 
1731, 48.00, 48.20, 7.00, 3.90, 5.90 
1732, 48.00, 48.20, 15.00, 3.90, 5.90 
1733, 47.00, 47.70, 15.00, 3.90, 5.90 
1734, 47.00, 48.20, 8.00, 3.90, 5.90 
1735, 48.00, 48.70, 7.00, 3.90, 5.90 
1736, 47.00, 47.70, 15.00, 3.90, 5.90 
1737, 47.00, 48.70, 15.00, 3.90, 5.90 
1738, 48.00, 47.70, 7.00, 3.90, 5.90 
1739, 48.00, 48.20, 15.00, 3.90, 5.90 
1740, 47.00, 48.70, 15.00, 3.90, 5.90 
1741, 50.00, 49.10, 8.00, 3.90, 5.90 
1742, 48.00, 48.70, 15.00, 3.90, 5.90 
1743, 49.00, 49.60, 15.00, 3.90, 5.90 
1744, 48.00, 49.60, 15.00, 3.90, 5.90 
1745, 49.00, 48.20, 15.00, 3.90, 5.90 
1746, 48.00, 49.10, 15.00, 3.90, 5.90 
1747, 48.00, 48.70, 15.00, 3.90, 5.90 
1748, 49.00, 48.70, 15.00, 3.90, 5.90 
1749, 47.00, 48.20, 10.00, 3.90, 5.90 
1750, 47.00, 49.10, 15.00, 3.90, 5.90 
1751, 48.00, 47.20, 6.00, 3.90, 5.90 
1752, 48.00, 48.20, 15.00, 3.90, 5.90 
1753, 49.00, 49.10, 15.00, 3.90, 5.90 
1754, 48.00, 48.20, 15.00, 3.90, 5.90 
1755, 49.00, 48.20, 15.00, 3.90, 5.90 
1756, 48.00, 47.70, 15.00, 3.90, 5.90 
1757, 48.00, 48.20, 7.00, 3.90, 5.90 
1758, 48.00, 49.10, 15.00, 3.90, 5.90 
1759, 48.00, 47.70, 15.00, 3.90, 5.90 
1760, 48.00, 47.70, 15.00, 3.90, 5.90 
1761, 47.00, 47.70, 15.00, 3.90, 5.90 
1762, 48.00, 48.20, 7.00, 3.90, 5.90 
1763, 48.00, 48.20, 15.00, 3.90, 5.90 
1764, 47.00, 47.20, 15.00, 3.90, 5.90 
1765, 48.00, 48.20, 8.00, 3.90, 5.90 
1766, 47.00, 46.70, 15.00, 3.90, 5.90 
1767, 48.00, 47.70, 15.00, 3.90, 5.80 
1768, 48.00, 48.20, 15.00, 3.90, 5.90 
1769, 48.00, 48.70, 15.00, 3.90, 5.90 
1770, 49.00, 49.60, 10.00, 3.90, 5.90 
1771, 47.00, 47.70, 7.00, 3.90, 5.90 
1772, 48.00, 48.20, 15.00, 3.90, 5.90 
1773, 48.00, 48.70, 7.00, 3.90, 5.90 
1774, 46.00, 48.70, 15.00, 3.90, 5.90 
1775, 47.00, 48.20, 15.00, 3.90, 5.90 
1776, 49.00, 48.20, 15.00, 3.90, 5.90 
1777, 47.00, 48.20, 7.00, 3.90, 5.90 
1778, 49.00, 48.20, 15.00, 3.90, 5.90 
1779, 48.00, 49.10, 8.00, 3.90, 5.90 
1780, 47.00, 48.70, 15.00, 3.90, 5.90 
1781, 48.00, 47.20, 7.00, 3.90, 5.90 
1782, 48.00, 49.10, 15.00, 3.90, 5.90 
1783, 48.00, 48.70, 15.00, 3.90, 5.90 
1784, 48.00, 48.20, 15.00, 3.90, 5.90 
1785, 48.00, 48.20, 15.00, 3.90, 5.90 
1786, 47.00, 48.20, 7.00, 3.90, 5.90 
1787, 48.00, 48.20, 15.00, 3.90, 5.90 
1788, 48.00, 48.20, 15.00, 3.90, 5.90 
1789, 47.00, 48.20, 7.00, 3.90, 5.90 
1790, 49.00, 47.70, 15.00, 3.90, 5.90 
1791, 48.00, 47.20, 15.00, 3.90, 5.90 
1792, 48.00, 48.20, 15.00, 3.90, 5.90 
1793, 48.00, 49.10, 7.00, 3.90, 5.90 
1794, 49.00, 47.70, 15.00, 3.90, 5.90 
1795, 48.00, 48.70, 15.00, 3.90, 5.90 
1796, 48.00, 48.70, 15.00, 3.90, 5.90 
1797, 48.00, 47.70, 15.00, 3.90, 5.90 
1798, 47.00, 49.10, 15.00, 3.90, 5.90 
1799, 47.00, 47.20, 15.00, 3.90, 5.90 
1800, 49.00, 48.20, 15.00, 3.90, 5.90 
1801, 49.00, 48.70, 7.00, 3.90, 5.90 
1802, 48.00, 49.10, 15.00, 3.90, 5.90 
1803, 47.00, 48.70, 15.00, 3.90, 5.90 
1804, 49.00, 48.70, 15.00, 3.90, 5.90 
1805, 48.00, 47.70, 15.00, 3.90, 5.90 
1806, 48.00, 48.70, 15.00, 3.90, 5.90 
1807, 48.00, 47.20, 15.00, 3.90, 5.90 
1808, 48.00, 48.20, 15.00, 3.90, 5.90 
1809, 49.00, 48.20, 15.00, 3.90, 5.90 
1810, 48.00, 48.70, 15.00, 3.90, 5.90 
1811, 48.00, 48.20, 15.00, 3.90, 5.90 
1812, 47.00, 49.10, 15.00, 3.90, 5.90 
1813, 47.00, 47.20, 15.00, 3.90, 5.90 
1814, 48.00, 48.70, 7.00, 3.90, 5.90 
1815, 48.00, 48.20, 15.00, 3.90, 5.90 
1816, 48.00, 48.20, 15.00, 3.90, 5.90 
1817, 48.00, 49.10, 7.00, 3.90, 5.90 
1818, 48.00, 48.20, 15.00, 3.90, 5.90 
1819, 48.00, 47.70, 7.00, 3.90, 5.90 
1820, 48.00, 48.70, 15.00, 3.90, 5.90 
1821, 48.00, 48.20, 15.00, 3.90, 5.90 
1822, 48.00, 48.70, 8.00, 3.90, 5.90 
1823, 47.00, 47.70, 7.00, 3.90, 5.90 
1824, 48.00, 47.70, 15.00, 3.90, 5.90 
1825, 47.00, 47.70, 15.00, 3.90, 5.90 
1826, 47.00, 48.20, 15.00, 3.90, 5.90 
1827, 48.00, 47.20, 15.00, 3.90, 5.90 
1828, 48.00, 48.20, 15.00, 3.90, 5.90 
1829, 48.00, 49.10, 7.00, 3.90, 5.90 
1830, 48.00, 47.70, 15.00, 3.90, 5.90 
1831, 48.00, 48.20, 15.00, 3.90, 5.90 
1832, 48.00, 47.20, 7.00, 3.90, 5.90 
1833, 48.00, 48.70, 7.00, 3.90, 5.90 
1834, 47.00, 48.20, 9.00, 3.90, 5.80 
1835, 48.00, 49.10, 15.00, 3.90, 5.90 
1836, 49.00, 48.70, 7.00, 3.90, 5.90 
1837, 47.00, 47.70, 15.00, 3.90, 5.90 
1838, 48.00, 48.70, 15.00, 3.90, 5.90 
1839, 48.00, 48.70, 15.00, 3.90, 5.90 
1840, 48.00, 48.70, 15.00, 3.90, 5.90 
1841, 48.00, 48.20, 7.00, 3.90, 5.90 
1842, 48.00, 47.70, 15.00, 3.90, 5.80 
1843, 47.00, 50.10, 15.00, 3.90, 5.90 
1844, 48.00, 47.70, 15.00, 3.90, 5.90 
1845, 48.00, 48.20, 15.00, 3.90, 5.90 
1846, 48.00, 48.70, 15.00, 3.90, 5.90 
1847, 48.00, 48.70, 15.00, 3.90, 5.90 
1848, 47.00, 49.60, 7.00, 3.90, 5.90 
1849, 47.00, 48.20, 15.00, 3.90, 5.90 
1850, 48.00, 47.70, 15.00, 3.90, 5.90 
1851, 48.00, 48.20, 15.00, 3.90, 5.90 
1852, 48.00, 48.70, 15.00, 3.90, 5.90 
1853, 48.00, 49.10, 15.00, 3.90, 5.90 
1854, 47.00, 49.10, 7.00, 3.90, 5.90 
1855, 48.00, 48.20, 15.00, 3.90, 5.90 
1856, 48.00, 47.70, 8.00, 3.90, 5.90 
1857, 48.00, 48.20, 15.00, 3.90, 5.90 
1858, 49.00, 48.20, 15.00, 3.90, 5.80 
1859, 47.00, 47.70, 15.00, 3.90, 5.90 
1860, 48.00, 48.20, 8.00, 3.90, 5.90 
1861, 48.00, 48.20, 15.00, 3.90, 5.90 
1862, 47.00, 48.70, 15.00, 3.90, 5.90 
1863, 48.00, 48.20, 15.00, 3.90, 5.90 
1864, 48.00, 49.10, 15.00, 3.90, 5.90 
1865, 48.00, 47.70, 15.00, 3.90, 5.90 
1866, 48.00, 48.70, 15.00, 3.90, 5.90 
1867, 47.00, 48.70, 15.00, 3.90, 5.90 
1868, 49.00, 47.70, 15.00, 3.90, 5.90 
1869, 48.00, 48.20, 15.00, 3.90, 5.90 
1870, 48.00, 48.20, 15.00, 3.90, 5.90 
1871, 48.00, 47.70, 7.00, 3.90, 5.90 
1872, 47.00, 48.70, 15.00, 3.90, 5.90 
1873, 48.00, 49.10, 9.00, 3.90, 5.90 
1874, 48.00, 49.10, 15.00, 3.90, 5.90 
1875, 48.00, 48.70, 15.00, 3.90, 5.90 
1876, 48.00, 49.10, 15.00, 3.90, 5.90 
1877, 47.00, 47.70, 15.00, 3.90, 5.90 
1878, 48.00, 47.70, 15.00, 3.90, 5.90 
1879, 49.00, 47.70, 9.00, 3.90, 5.90 
1880, 47.00, 47.20, 15.00, 3.90, 5.90 
1881, 49.00, 49.10, 9.00, 3.90, 5.90 
1882, 48.00, 49.10, 15.00, 3.90, 5.90 
1883, 47.00, 47.70, 15.00, 3.90, 5.90 
1884, 48.00, 48.70, 7.00, 3.90, 5.90 
1885, 47.00, 47.70, 15.00, 3.90, 5.90 
1886, 48.00, 48.70, 15.00, 3.90, 5.90 
1887, 48.00, 48.20, 15.00, 3.90, 5.90 
1888, 47.00, 47.70, 9.00, 3.90, 5.90 
1889, 48.00, 48.70, 15.00, 3.90, 5.90 
1890, 48.00, 49.10, 15.00, 3.90, 5.90 
1891, 48.00, 48.20, 7.00, 3.90, 5.90 
1892, 48.00, 47.20, 15.00, 3.90, 5.90 
1893, 48.00, 47.70, 15.00, 3.90, 5.90 
1894, 48.00, 48.70, 15.00, 3.90, 5.90 
1895, 48.00, 47.20, 15.00, 3.90, 5.90 
1896, 48.00, 48.20, 6.00, 3.90, 5.90 
1897, 48.00, 48.70, 15.00, 3.90, 5.90 
1898, 48.00, 48.70, 15.00, 3.90, 5.90 
1899, 49.00, 47.70, 9.00, 3.90, 5.90 
1900, 48.00, 48.70, 15.00, 3.90, 5.90 
1901, 47.00, 48.20, 7.00, 3.90, 5.90 
1902, 47.00, 48.70, 15.00, 3.90, 5.90 
1903, 48.00, 48.20, 15.00, 3.90, 5.90 
1904, 48.00, 47.70, 15.00, 3.90, 5.90 
1905, 48.00, 48.70, 15.00, 3.90, 5.90 
1906, 47.00, 49.60, 7.00, 3.90, 5.90 
1907, 48.00, 48.70, 15.00, 3.90, 5.90 
1908, 48.00, 48.20, 15.00, 3.90, 5.90 
1909, 48.00, 48.20, 9.00, 3.90, 5.90 
1910, 47.00, 47.70, 15.00, 3.90, 5.90 
1911, 48.00, 48.20, 7.00, 3.90, 5.90 
1912, 48.00, 49.60, 15.00, 3.90, 5.80 
1913, 47.00, 48.70, 15.00, 3.90, 5.90 
1914, 48.00, 48.20, 15.00, 3.90, 5.90 
1915, 47.00, 47.20, 15.00, 3.90, 5.90 
1916, 48.00, 48.20, 15.00, 3.90, 5.90 
1917, 48.00, 49.10, 6.00, 3.90, 5.90 
1918, 48.00, 48.20, 15.00, 3.90, 5.90 
1919, 48.00, 49.10, 7.00, 3.90, 5.90 
1920, 49.00, 48.20, 15.00, 3.90, 5.90 
1921, 48.00, 48.70, 15.00, 3.90, 5.90 
1922, 48.00, 48.20, 15.00, 3.90, 5.90 
1923, 49.00, 48.20, 15.00, 3.90, 5.90 
1924, 48.00, 48.70, 15.00, 3.90, 5.90 
1925, 47.00, 48.20, 7.00, 3.90, 5.90 
1926, 48.00, 48.20, 15.00, 3.90, 5.90 
1927, 49.00, 48.20, 7.00, 3.90, 5.90 
1928, 48.00, 48.20, 15.00, 3.90, 5.90 
1929, 47.00, 48.20, 7.00, 3.90, 5.90 
1930, 48.00, 48.70, 15.00, 3.90, 5.90 
1931, 48.00, 49.10, 15.00, 3.90, 5.90 
1932, 47.00, 49.60, 15.00, 3.90, 5.90 
1933, 48.00, 48.20, 15.00, 3.90, 5.90 
1934, 47.00, 49.60, 15.00, 3.90, 5.90 
1935, 48.00, 48.20, 15.00, 3.90, 5.90 
1936, 48.00, 49.10, 15.00, 3.90, 5.90 
1937, 47.00, 47.70, 7.00, 3.90, 5.90 
1938, 48.00, 48.70, 15.00, 3.90, 5.90 
1939, 47.00, 48.20, 15.00, 3.90, 5.90 
1940, 48.00, 48.20, 15.00, 3.90, 5.90 
1941, 48.00, 48.70, 15.00, 3.90, 5.90 
1942, 47.00, 47.70, 7.00, 3.90, 5.90 
1943, 48.00, 49.60, 15.00, 3.90, 5.90 
1944, 48.00, 48.70, 15.00, 3.90, 5.90 
1945, 48.00, 47.70, 6.00, 3.90, 5.90 
1946, 48.00, 47.70, 15.00, 3.90, 5.90 
1947, 47.00, 47.70, 15.00, 3.90, 5.90 
1948, 47.00, 48.20, 7.00, 3.90, 5.90 
1949, 47.00, 48.70, 15.00, 3.90, 5.90 
1950, 47.00, 48.70, 15.00, 3.90, 5.90 
1951, 48.00, 49.60, 10.00, 3.90, 5.90 
1952, 48.00, 48.20, 7.00, 3.90, 5.90 
1953, 47.00, 48.70, 15.00, 3.90, 5.90 
1954, 47.00, 48.70, 15.00, 3.90, 5.90 
1955, 49.00, 48.70, 7.00, 3.90, 5.90 
1956, 47.00, 48.70, 15.00, 3.90, 5.90 
1957, 48.00, 48.20, 15.00, 3.90, 5.90 
1958, 48.00, 48.20, 8.00, 3.90, 5.90 
1959, 49.00, 48.20, 15.00, 3.90, 5.90 
1960, 48.00, 48.20, 15.00, 3.90, 5.90 
1961, 46.00, 47.20, 8.00, 3.90, 5.90 
1962, 47.00, 48.20, 15.00, 3.90, 5.90 
1963, 48.00, 47.70, 15.00, 3.90, 5.90 
1964, 49.00, 49.60, 15.00, 3.90, 5.90 
